Timestamp,Action,Price,Quantity,Balance,PnL,Reason
2026-06-18 14:35:45,SELL,1746.65,1.4313113674748805,5000,0.0,Scalper Signal
2026-06-18 14:40:46,CLOSE,1751.2,1.4313113674748805,4993.4875,-6.5125,Scalper Signal
2026-06-18 14:55:49,BUY,1745.52,1.4303724773356905,4993.4875,0.0,Scalper Signal
2026-06-18 15:00:50,CLOSE,1745.25,1.4303724773356905,4993.1013,-0.3862,Scalper Signal
2026-06-18 15:15:54,BUY,1747.9,1.4283143580036353,4993.1013,0.0,Scalper Signal
2026-06-18 15:20:55,CLOSE,1746.07,1.4283143580036353,4990.4875,-2.6138,Scalper Signal
2026-06-18 15:35:58,SELL,1742.34,1.4321221797794808,4990.4875,0.0,Scalper Signal
2026-06-18 15:51:02,CLOSE,1741.45,1.4321221797794808,4991.7621,1.2746,Scalper Signal
2026-06-18 16:06:06,SELL,1740.94,1.4336399032057292,4991.7621,0.0,Scalper Signal
2026-06-18 16:16:10,CLOSE,1749.55,1.4336399032057292,4979.4185,-12.3436,Stop Loss (ATR)
2026-06-18 16:26:14,BUY,1748.07,1.424261747700997,4979.4185,0.0,Scalper Signal
2026-06-18 16:36:17,CLOSE,1744.83,1.424261747700997,4974.8039,-4.6146,Scalper Signal
2026-06-18 16:51:23,BUY,1745.44,1.4250858976947969,4974.8039,0.0,Scalper Signal
2026-06-18 17:01:27,CLOSE,1743.19,1.4250858976947969,4971.5974,-3.2064,Scalper Signal
2026-06-18 17:16:33,SELL,1741.34,1.4275205919794522,4971.5974,0.0,Scalper Signal
2026-06-18 17:21:35,CLOSE,1743.33,1.4275205919794522,4968.7566,-2.8408,Scalper Signal
2026-06-18 17:36:38,BUY,1745.08,1.4236472394666606,4968.7566,0.0,Scalper Signal
2026-06-18 18:01:42,CLOSE,1748.87,1.4236472394666606,4974.1523,5.3956,Scalper Signal
2026-06-18 18:16:48,SELL,1748.27,1.4225926980199108,4974.1523,0.0,Scalper Signal
2026-06-18 18:21:50,CLOSE,1750.56,1.4225926980199108,4970.8945,-3.2577,Scalper Signal
2026-06-18 18:36:55,BUY,1750.0,1.4202555814445923,4970.8945,0.0,Scalper Signal
2026-06-18 18:46:58,CLOSE,1748.96,1.4202555814445923,4969.4175,-1.4771,Scalper Signal
2026-06-18 19:02:03,BUY,1737.34,1.4301798926092102,4969.4175,0.0,Scalper Signal
